Professor,Department,Rating,Difficulty,Num_Ratings,Review_Example
Nick Kiefer,Economics,2.2,4.0,5,Great professor and great class. Is probably the best econ professor in the dept. He knows the subject very well and grades are based on the understanding of the material from an essay standpoint. A must take for any econ major attempting to go into finance.
Saul Rosenthal,Philosophy,4.0,3.0,1,"Great professor who knows alot. Nice guy and very approachable and helpful. The only problem is the class. The material can be pretty dry and instead of abstract thought, the class focuses mainly on plotting the arguments. Just wasn't my style of learning."
J. Ellen Gainor,Theatre Arts,4.8,2.8,5,"Classes are always entertaining and even include guest speakers at times. However, students are graded on very few things and the professor can be a harsh grader. "
Philip Krasicky,Physics,4.8,3.5,78,"Amazing prof. Went in hating physics but he completely changed my mind. Flipped classroom structure was a good amount of work but ultimately beneficial, with lectures clearing up confusion and including relevant demonstrations. Exams are fair and plenty of outside resources (office hours, etc) provided. Krasicky wants you to succeed, loved him."
Philip Protter,Engineering,3.5,2.7,15,he has a mean-streak.  in class he waste time and picks on students.  I did learn my probablitly and stats but it had little to do with him.  basically he comes off an an entitled academic.
Philip McMichael,Sociology,2.8,2.9,11,This class seems like it was created to be an ego boost for the professor. He only promotes his ideals with his textbook (that is hard to follow because it's poorly written). I loved my TA and he made the class bearable but overall McMichael just rambles and is not responsive to students making the class more difficult than it needs to be
Philip Lorenz,English,4.1,2.9,17,"I took ENGL 3240 with Lorenz (I don't know why it isn't an option for the course code), and I liked his class enough to review him on RMP (this is my first review) -- so hopefully that says something! I found his insights interesting throughout the course, and he's surprisingly funny. Lean into the class, it'll make the experience much better!!"
Lorraine Paterson,Ethnic Studies,4.7,2.3,10,"Funny kind and clear. Skim through the longer readings, concentrate on her lectures. Easy grader too"
Jim Alexander,Physics,4.6,3.8,11,Really really nice guy who cared more about his students than making the class hard. Psets were reasonable but challenging and the class was really fun. Would take it again if I could.
Terence Alexander,Economics,3.4,3.0,36,"I really appreciate how he made things easy to understand. The professors Ive had at Cornell have made me feel lost bc they yap a whole lot abt nothing during class and then test you on material that ur not prepared for, but Terry has been one of the only professors who made me feel very confident in the material I was learning. Thank you Terry!"
Alexander Grant,Physics,4.0,2.0,1,"Grade weighed heavily on prelims and final exam (25+25+15 --> 65%) Lab session twice per week, assignment once per week. Generous on general marking of works, just submit the things on time and you'd be fine"
Alexander Livingston,Government,3.9,3.9,8,"His lectures were interesting and engaging, he clearly cares a lot about the material and that always makes for the best professors. My TA was great and the grading was really not that hard at all. You'll do best if you're keeping up with the readings, which are substantial but not excessive. Would definitely take another class with him"
Alex Townsend,Mathematics,5.0,4.0,42,"Even though I struggled a lot in 2940, I love Alex Townsend!! "
Alexander Gaeta,Physics,3.7,2.6,11,Took Prof. Gaeta's Quantum and Nonlinear Optics class as a masters student. He grades grad students and undergrad separately so that takes care of grading worries for undergrads. 
Alex Moore,Science,4.0,2.2,5,"Take this class!  Labs consist of field trips and hands-on experience, tests are fair, and lectures are both useful and fun.  Her emphasis is on analysis, not rote memorization--she teaches you not how to be a student, but a scientist."
Alexander Colvin,Law,4.8,2.5,4,Good class but not an EASY A. Do the readings + study and you'll do well.
Hannah Keese,Mathematics,4.0,3.0,2,"Lectures are well-organized. After explaining the concepts, she leaves time for us to practice questions and always walk around to answer any questions with patience. She brings cookies and chocolates to class on Halloween and after prelims. She is really good at making difficult concepts easy to understand and provides general solving strategy."
Hannah Karmin,Comparative Literature,4.8,2.7,6,"I absolutely love Hannah! She completely changed the way I approach literature and writing, and she's the reason I'm considering declaring a comparative lit minor. She is incredibly intelligent, which shines through when she presents course materials and leads class discussions. You should definitely take this class! Hands downs best FWS at CU."
Hannah Hughes,Arts & Sciences,5.0,1.0,1,"Hannah was great. The class content she focused on was fascinating (in short: French cultural exchange). She always cultivated interesting class discussions based on the assigned readings/movies/songs, and created a welcoming class environment in general. The class felt ""homey"", as opposed to a space that was stressful or difficult to speak up in. "
Stuart Davis,English,4.2,2.7,18,"Loved this class, despite not being a huge Shakespeare fan. He tends to ramble a bit, but his asides are usually very interesting. The essays and texts we read were great and assignments are graded fairly with extensive feedback. The final project is also awesome. Definitely take this class!"
Stuart Phoenix,Engineering,1.3,2.7,3,The level of difficulty of the three exams were all very different. The two prelims were easy but the final was very hard. Lecture was not very helpful - you can teach yourself the course just fine by reading the textbook. Lectures were often more confusing than they were insightful. Average amount of homework at an average level of difficulty.
Damek Davis,Mathematics,3.8,3.0,6,"I did not find his teaching much helpful. He seemed to be a highly knowledgeable person, but his lectures were just like him blandly throwing information at you. I could not absorb like 80% of what he said in the lectures. Speaks too fast. Does not connect things together to help you see the big picture. Was a really depressing experience."
J. C. Séamus Davis,Physics,4.4,3.2,12,"Recommend to any STEM major as alternative to 2214 (if Davis is teaching). His lectures were very thorough and he takes care to explain everything in detail, answering all questions. Throughout the semester you gain a solid understanding of everything from EM waves to fermi statistics and none of it is rushed. One of the best professors I've had."
Floyd Davis,Chemistry,3.9,3.2,43,Lectures were very informative and held my attention. Did demos every class. Homework was reasonable and lecture slides are posted at least the day before lecture. Overall a great professor who is passionate about what he does.
Brian Davis,Design,1.0,4.0,1,"The most irresponsible professor I have ever seen. Barely got any useful comments from him to move forward. Materials are confusing, a lot of the time, students can't understand what he wants for homework. I can almost never find him when I need him, especially in class time. He claims that will stay around but no, can't find him anywhere."
Abe Davis,Computer Science,3.4,3.4,6,"Professor Davis does a good job explaining the conceptual matter behind concepts in the lecture, focusing heavily on understanding as opposed to focusing on memorization. However, Abe was quite unprepared for lectures this semester, because he was loaded with tons of paper deadlines."
Paul Davis,Human Resources Management,4.3,2.5,22,He obviously cares a lot about students and has very reasonable expectations. 
Rebecca Barthelmie,Engineering,2.0,2.0,1,"Although the class is generally low effort and there are few assignments, so as long as you do well on those you can get a good grade. She barely knows how to use canvas so the site was a mess. All the assignments and exams were CANVAS MULTIPLE CHOICE QUIZZES. There were calculations in the questions but no chance for partial credit"
Rebecca Nelson,Agriculture,2.0,3.5,4,"Rudest professor I've met here, made me quit my project team because she didn't support any students. Always loved hearing herself talk and brainstorm, and bored me every meeting. I don't know how she is in class, but she's an insufferable person"
Rebecca Seguin,Biology,4.0,2.0,3,"This class is easy and interesting! The teaching team is so caring and passionate about the subject. Overall, such a great class."
Rebecca Slayton,Science Technology  Society,4.8,2.5,4,"She makes lectures as interesting as possible and always makes sure to answer students' questions throughout class, thoughtfully. She grades with mildly high expectations of what students will submit (specifically final paper draft and other materials). Readings discussion posts twice a week are assigned."
Rebecca Harris-Warrick,Music,4.4,3.0,6,Super clear and enthusiastic lectures. Exams are really easy
Rebecca  Schneider ,Natural Resources,4.9,1.4,3,Professor Schneider is wonderful; her class isn't difficult and at all and she genuinely cares about students and wants us to learn the material.  Overall just a really lovely prof and I had a good experience in the class. 
Erin Taylor,Philosophy,3.0,3.0,17,She only teaches you the basic mineral and expects you know a lot of stuff for the exam. Her exams are 11 pages long.
Erin York Cornwell,Sociology,4.1,2.5,8,"Erin is very kind, but her teaching style fell flat for me. Seminars were boring. She could've ended class (2 hours) early most weeks. Grading was inconsistent and not based on a rubric, so it was difficult to know how to improve. That being said, she was more than willing to meet about an assignment or discuss concerns if you had them. "
Steven Squyres,Astronomy,4.5,2.9,25,"Squyres is LEGENDARY. Awesome lecturer, hilarious, AND he worked on the flippin' Mars Rovers. What's not to love????? Definitely one of my favorite professors here."
Steve Jordan,Finance,3.4,3.8,5,Best professor I have ever taken.  I have learned more in this class than all others.
Steve Wolf,Social Science,3.2,3.1,10,"Generally interesting material covered but Prof. Wolf has a ""my way or the highway"" approach to the subject matter, all while claiming that debate and discussion is an important facet of the course. Grading is fair, but be prepared to say what Prof. Wolf wants to you to hear rather than your own opinions about the subject matter."
Steven Strogatz,Mathematics,4.6,2.9,49,"Great Lecturer. Very nice professor. My only complaint is of great personal bias which is that he used too many ""2""'s in his exams and homeworks on complex analysis. The amount of confusion I got when trying to differentiate between if what I wrote down was a 2 or z. Not his fault of course, completely mine however that is my greatest gripe."
Steven Paling,Information Science,1.5,1.5,2,"Professor Paling is clearly a capable web developer with a lot of field experience, but he has a lot of difficulty teaching the concepts. I was fortunate to come in with web development experience, and that allowed me to do very well in the class, but my peers who did not have experience struggled because of his teaching ability."
Suyoung Son,Asian Studies,3.4,3.4,4,"I really enjoyed this class a lot! Prof. Son is very caring and approachable, and she does a nice job keeping everyone engaged. There's not too many assignments for this class- 1 short writing most weeks, a midterm, and a final project + short essay. The class is pretty discussion heavy. I feel like all the topics are super interesting though! "
Meejeong Song,Languages,5.0,2.3,6,"Prof. Song is still a great professor. KOREA 1102 is a little harder than 1101 though. You have to learn a lot more grammatical structures and vocabulary words. An A is still achievable, but you will have to put more work in. Attendance policy is the same. The final project is a group skit. "
Bill Sonnenstuhl,Business,4.3,1.6,9,"Super interesting material, although lectures can be somewhat dry. As close to an easy A as you can get at Cornell."
Song Lin,Chemistry,4.4,3.7,12,Clear organized lecture.  Unproblematic guy. Tests were very fair and representative of the material.
Heather Huson,Animal Science,3.8,3.2,5,It's hard to make an extended lecture starting at 8am engaging. Dr. Huson is very kind and includes just about everything you need to know on the slides. Communication started to dwindle by the end of the semester and there wasn't a lot of preparation before the final... class ended very abruptly. The discussion sections are relatively unhelpful.
Heather Kolakowski,Hospitality,4.5,2.3,5,She is so understanding and caring. Thought some of the assignments were unnecessary but overall such a fun class.
Steve Jackson,History,3.8,3.0,20,"Steve's INFO 1200 was so entertaining. However, this class has a TON of reading, and a tests that really grills you on your comprehension. If you're good at reading and understanding nuanced points, you will thrive in this class, it literally made me switch my major to info sci. But, my friends who hate reading and writing struggled- be warned! "
Rebekah Ciribassi,Anthropology,2.0,3.0,1,"Very tedious material, a decent amount of work for a FWS. "
Jose Martinez,Engineering,2.8,4.2,29,"A hard class, and prepared to work for your grade.  Good content, lectures and labs.  Just a lot of work if you want to score decent in the lab."
Jose Maria Rodriguez-Garcia,Languages,5.0,3.2,21,"Extremely helpful, explains readings really well. Also one of the nicest professors out there. This class could have been awful with a different professor but Jose made it interesting."
Joshua Judkins,Chemistry,4.0,1.5,2,"Best lab TA ever! He grades pretty easily and he really knows his stuff. But more importantly, he plays Lady Gaga during labs and blew up a gummy bear in our last lab session. Really nice guy."
Joshua Cole-Kurz,Theater,1.0,5.0,8,"Terrible professor. Save yourself and do not take an FWS with him. He made a class that should be an easy A a horrible and dreadful experience. Not supportive to students, a stickler for citations, and rude. I never looked forward to this class. I saw my peers in other FWS's doing less work and receiving easy A's for simply doing the work. "
Elena  Belogolovsky,Human Resources Management,3.5,2.1,10,Lovely professor! She is very motivating and truly cares about her students. Her lectures are meaningful and she teaches things you can use throughout your life not just in her class.
Elena Belavina,Hotel & Restaurant Management,2.7,2.8,7,Very caring prof. Class works backwards so you do classwork and learning for hw and do the assignments in class.
Salman Avestimeh,Electronic Engineering Technol,2.0,3.5,4,"I love his lecture because he try to explain why you should learn concepts, properties, and theorems in the graduate students' point of view. Especially, he tried to make connection between probability and your research area, how to adopt what you learned from this course for your research. I got A, but I heard that he had tough grading policy."
Robbert Van Renesse,Computer Science,4.1,3.3,10,"RVR is one of my favorite professors I have had at Cornell. Knowing that you're being taught OS by someone who worked at Bell Labs with the creators of Unix and C is very compelling and inspirational. He is hilarious and his office hours are immensely helpful, more so than TAs. He is also very active on Ed. His demos in class are also insightful."
Andrew Merritt,Classics,4.0,4.0,1,"Professor Merritt was overall a great lecturer, and prioritized learning Greek over assignments and exams, which was clearly reflected in how he graded. While quizzes and midterms could be tough, and grades were not posted on canvas, he was adamant that our final grade reflected our knowledge of the language. Very passionate, I would recommend."
Andrew Grimson,Biology,4.5,3.5,4,Very good lecturer. He teaches the first half of the course but honestly wish he taught the entire course
Andrew Hicks,Music,2.3,3.0,4,"I took Latin with him and did not learn much. Not only was the class boring, but the reading was very dull. He's also very egotistical. He rarely responded to my e-mails."
Andrew Ahn,Mathematics,4.0,3.0,1,"The textbook is very useful since the homework assignments come from the textbook. Lectures are useful as well, and the professor gives a 5-minute break during lectures. The course itself is not too difficult and is really straight-forward."
Andrew Ruina,Engineering,2.9,3.5,58,"Logistically a mess due to Zoom. But he's a good, very old-school lecturer. I wish I had more time to spend on this course, because it was extremely rigorous and the hardest I've worked for 3 credits. I didn't enjoy it, but I appreciated what he was trying to do. I'm not a MechE so I wish I took it with someone else with a more streamlined approach"
Andrew Chignell,Philosophy,4.6,3.3,20,"Interesting class on Ethics of Eating. Quizzes in class, but can drop one. There are 2 papers, and no exam! Controversial subject matter, so is a stimulating class. Active participations from students makes it a lively atmosphere to be in."
Andrew Musser,Chemistry,1.1,5.0,891,"lectures are incredibly boring. i never paid attention in lecture and crammed in the last 24-48 hours and ended up pulling a B/B+ on every exam. there is a very heavy curve in the class (an 82% was an A-) which makes it okay, but can confidently say that i am not coming out of this class understanding even one small thing about gen chem."
Andrew Bass,Biology,3.9,2.7,9,The neurobiology of love and attraction is a great senior seminar. The student presentations are great and the short essays are thought provoking. Definitely a class you should check out in the future!
Yong Joo,Engineering,2.3,3.2,6,"Professor Joo does not care about his student. I many times reach out to him through email asking about program related information and asking for help, he would never reply those emails. The way I look at this him is that, he only cares about who/what brings him value, and does not want to spend any time on any that could 'waste' his time"
Toby Ault,Earth Science,4.5,1.5,10,"AWESOME PROF. Prof Ault understands most people are taking this class for distribution and doesn't try to make the class too hard. Genuinely, he just wants to make people understand the threat of climate change and need for action. Rewards people who come to class with extra credit opportunities. Tries to make lectures engaging and class not hard. "
Laura Barre,Human Ecology,3.7,4.0,4,"Lectures are dense, but the material is really interesting if you like the subject. Dr. Barre is extremely knowledgeable and kind. Tests are difficult, but a note sheet was allowed in the hybrid version of the class!"
Laura Brown,English,5.0,2.6,4,Professor Brown is an absolute delight. She managed to create a comfortable and inviting environment for all students to participate. The readings can sometimes be a lot at once but she is willing to adjust the deadlines if you ask. She gives very clear feedback and wants to see all her students succeed. Wonderful inside and outside the classroom.
Laura Meixner,Art History,4.3,2.8,8,This teacher is one of the best I've had at Cornell. There is a workload and lectures are mandatory... but it's all worth it.
Laura Tach,Human Ecology,5.0,2.0,8,"Prof. Tach is the sweetest. TAs grade all of the essays and pretty fairly. Quizzes were very easy and took 15 minutes max. Very light workload for a 4 credit class and a great introduction for kids interested in policy; not intended to weed out kids at all. However, can be redundant for policy majors taking second semester freshman year. "
Laura Bellows,Health Science,4.0,2.0,2,"I had her for NS 1400 Intro to HBHS and her lectures were very boring but the material was easy to understand; exams did match lecture content, which is always helpful "
Laura Donaldson,English,2.4,3.8,4,Holy smokes she is hot. Anyways I had a great time in the class. She is very open minded and it is very easy to get a good grade in the class provided you put in a reasonable effort.
Laura Harrington,Science,3.9,2.7,9,Great professor and very engaging!
Charles Williamson,Engineering,4.4,2.7,28,He's the Skipper. Enough Said.
Korey Williams,English,3.0,4.0,1,"I did really like Williams. He was great as a person, but I'm not sure learned much in regard to writing. I spent most of the time not sure how to write something he would like. Very much so a lofty English person. Picky grader, and very picky about the rules of his class/syllabus. One of the nicest, funniest professors I've had at Cornell though."
Amy Williams,Computer Science,5.0,3.7,3,"Passionate about computational biology, and tries her best to make lectures engaging. Cares about her students, and responds to both questions on Piazza or via email."
David Williamson,Engineering,5.0,2.9,10,"Williamson co-taught with David Shmoys. Although he was not as engaging as Shmoys, he was a very clear and concise lecturer. Remembers our names, and cares to explain if someone needs help. Overall, a solid professor that I would love to take another class with"
Charnan Williams,Labor & Employment Relations,1.5,2.5,2,"Professor Williams' class was an exact copy of APUSH from high school. She randomly quit with one month left in the semester with no notice, leaving the class in the dark and having to get a new professor for the last 4 weeks. However, her grading criteria is clear and her tendency to cancel class at least once a week makes this easy to pass."
Michelle Williams,Organizational Behavior,3.4,3.3,8,This was supposed to be a Women in Management class but she just turned it into a class of feminist rantings .  Nothing irritates a woman more than seeing a woman of authority espouse your gender as nothing but helpless victims of circumstances.   Offered nothing in terms of actual Women in Management. She just used this class to vent her ideology.
Jim Williamson,Architecture,4.8,2.9,8,Jim is such an amazing Individual and an awesome professor. He made such a positive impact on my life as an artist. I highly recommend him.
Parfait Eloundou-Enyegue,Sociology,3.3,2.1,17,"Professor was insightful and clearly knowledgeable on the content but was very very bland. Lectures were repetitive and the slides were confusing to look back on. Information was overall super disorganized. But the workload is light and content is interesting, so not all bad. "
Julius Lucks,Chemical & Biomolecular Engineering,4.5,4.0,1,"hands down the best professor i've had so far. i loved lectures--he's entertaining & his notes were very helpful. he demands a lot from his students because of the nature of the material, but he's very supportive and kind. prelims were open note/book but challenging... fair overall. he's brilliant, really cool, and cornell is lucky to have him."
Sofia Villenas,Anthropology,4.4,2.9,4,"Professor Villenas is probably the sweetest professor I've had at Cornell. She always makes an effort to accommodate to students' needs and you can tell she loves what she does. Lectures can be a little tedious from time to time, but overall, Villenas is an amazing person and I'd definitely recommend taking this course!"
Sofia Léonard,German,5.0,2.0,1,"Great Class! Learned a lot about the three authors examined, and she guided us really well through comprehending, interpreting, and discussing the material. She gave good feedback on ideas of your essay, but was minimal on the mechanics of writing."
Bart Selman,Computer Science,2.4,2.8,19,"Extremely disorganized and repetitive. Support are really poor as well, no responds on Ed and Hw are poorly structured. Do not recommend "
Bart Huelsenbeck,Classics,2.5,3.0,1,Quizzes you a lot. He didn't help me personally but he may for you.
Tom Whitlow,Horticulture,4.2,1.8,5,Tom was one of my favorite professors at Cornell. His grading and content deliver style was student centric. I have long remembered the hands-on projects we worked on.
Tom Avedisian,Engineering,3.7,3.0,10,Prof. Avedisian is really nice. Do your part; you get good grade.
Tom Gilovich,Psychology,4.4,3.9,70,"He is funny and tries to be engaging although some of what he says can be offensive. Class is made up of only two exams, a final, and a paper. People usually do very poorly but the class is curved and there is extra credit. I would try to find other options and avoid this class if you care about getting high grades, otherwise might be interesting."
Tom Lyons,Economics,4.1,3.1,19,"Took both his American Econ History Courses (3310 & 3320). Classes are full of info and Lyons is a great lecturer. You ABSOLUTELY HAVE TO GO TO CLASS and TAKE GOOD NOTES, if you skip lectures you will be screwed since there are no powerpoint slides and the class is graded on two prelims+final with pretty much all the questions coming from lecture."
Tom Lyson,Sociology,4.1,2.0,4,"Tom Lyson was the best professor Cornell has ever had. He was dedicated, dynamic and brilliant.We will never see the likes of him again. He's in Professor Heaven! Look down on us kindly!"
Tom Eisner,Biology,4.6,1.6,15,"This guy is a living legend.  He has over 500 published papers, and has been the pioneer for the field of chemical ecology.  His story-telling is fantastic, and all of the stuff he talks about is just so interesting.  One of my favorite professors that I have ever had, I stand in awe of his accomplishments as a researcher and a teacher."
Tom Diciccio,Mathematics,4.4,2.3,49,"Homeworks are kind of difficult and really really long, but they are all due by the end of the semester. There are no practice exams provided, so taking notes on the slides will be the best bet. I avoided lectures since he spends most of the time going over impractical examples. Class is not hard, but it is TONS of boring work."
Tom Evans,Economics,3.8,3.4,31,He is very strict with students attending lecture ON TIME WITH ICLICKER. If you show up 2min late you might as well go back to bed because you would have missed the iclicker. His lectures are extremely boring and homework are harder than what he expects in the lecture. His instructions are confusing and his jokes are lame too....
Brian Hwang,Mathematics,5.0,4.0,2,"Made real analysis super interesting yet built our foundation of the subject. It is his first time teaching as a professor yet he is highly organized and willing to help. Difficulty of course is due to nature of content, but he tries to show the motivation for every result. He taught many topics normally not taught, such as Lebesgue integration."
Brian Wansink,Business,3.8,3.0,6,It's a class that is worth waking up early for... He also gives you tons of extra credit opportunities so getting an A is not too difficult.
Brian Kirby,Engineering,4.3,3.3,10,
Brian Earle,Communication,4.7,1.9,23,Great guy
Brian Hanrahan,Film,4.0,3.0,1,Absolutely amazing professor. He's clearly passionate about what he teaches and is extremely interesting in and outside of class. He is very good at leading engaging discussions and is not a harsh grader at all. Very entertaining. And the amount of work is fair.
Brian Lazzaro,Biology,4.5,3.5,4,"He is an absolutely wonderful professor! He is helpful and his lectures are always interesting. Very open and thoughtful. The one draw back is that the exams are all over the place in what is considered important material. On a side note, I took this course for writing in the majors and it was amazing! Would definitely take a course of his again!"
Brian Lucas,Organizational Behavior,4.6,2.4,7,Amazing! Loved it.
Kasey Tarantino,Information Science,1.0,3.0,5,"Content is valuable, but the structure could be a lot more student-friendly. Grading is petty and inconsistent, with hidden criteria. ""Nothing a TA or professor tells you is guaranteed correct"". Relies heavily on pre-recorded videos, actual class time is redundant. Weird 9 P.M. deadlines. Prof's lack of enthusiasm affects learning atmosphere."
Isaac Kramnick,Political Science,4.2,2.8,51,He presents the material very clearly and lectures are organized and interesting. 
Adam Hoffman,Psychology,4.6,1.9,6,"HD1130/PSYCH1131, awesome class. Prof. Hoffman is funny and a breath of fresh air, clearly cares about what he teaches. Even though he reads off of slides, he applies useful scenarios, and relays the content in an interesting way. I recommend going to lecture but its not necessary. 3 prelims, final non-cum, 2 papers. Textbook not needed :)"
Guy Hoffman,Engineering,1.0,2.0,1,Super unreasonable when dealing with issues in the course.
Charles Van Loan,Computer Science,3.1,3.6,27,"Comically nerdy guy, but nice enough. As someone who knew nothing about CS I learned a lot. Lectures are recorded so there's no reason to attend. Everything's curved heavily. Median was a B, I think."
Linda Van Buskirk,Communication,3.2,3.6,20,Great professor. She is a tough grader but really values her students and wants to see them succeed and grow as writers.
Lyrae Van Clief-Stefanon,English,4.1,3.5,4,"Lyrae is one of the most incredible teachers, and inspiring people I have ever met. I came into her class hating poetry and left after every class understanding something knew about poetry, literature, and life. She cares about her students, engages the class and facilitates great discussions. Take her class. She's amazing."
Harold van Es,Agriculture,4.8,2.8,3,"Harold was a fantastic professor and I absolutely enjoyed his class. It is definitely in my top 5 classes that I've taken at Cornell. If you're interested in soil or ag, you will not be disappointed. We did have to read a short book as an assignment but it was worth the read. Overall an excellent experience."
Anke van Zuylen,Computer Science,4.1,4.5,20,"My advice, use the textbook, lecture slides were made off the textbook. Anke was enthusiastic and caring, but sometimes skimmed through topics. The key is to visit office hours, as long as you do HW well, you are set for the exam. Discrete math may require some creativity but once you notice the patterns its manageable. Poll for attendance. "
Samuel Wang,Statistics,5.0,1.0,1,"This was a new course this semester based on a grad course. The class was incredibly interesting, well taught, and had no tests. Grade comprised problem sets, peer grading, and a final group project/presentation. The teaching team was always accessible. I wish they gave A+'s, but otherwise this was my favorite class at Cornell."
Samuel Nam,English,5.0,3.5,2,Excellent professor.
Samuel Kleiner,Human Ecology,5.0,2.0,4,By far the best professor I have had.
Caleb Vogt,Writing,4.5,2.5,2,Caleb was a great teacher and always made class super engaging even in the online setting. Grading criteria were always clear and homework assignments were simple yet interesting. You could skim the readings but if you really want to get the most out of this class you should do the readings and pay attention to lectures. Highly recommended.
Mary Stevens,English,5.0,4.0,1,"For once I enjoyed going to class, can't recommend strongly enough. I wasn't always sure what to make of the writing prompts but they were never boring"
Raul Gomez,Mathematics,4.0,3.3,13,"First the first couple of weeks, his lectures were clear, and verbatim of the textbook. He really did make the textbook extremely straightforward. However, as time progressed, his lectures became extremely confusing, and the majority of the stuff he was teaching was nowhere to be found in the textbook. Read the textbook and you should be fine."
George Gao,Finance,1.0,2.0,1,"I don't know why Cornell is hiring professors that can't teach at all. This guy has no teaching skills whatsoever. Also, he's never present in class during exams. He gives out the exams and leaves the room... he developed a new method to give exams I guess. Stay away if you can! you will learn more by reading Hull's book on derivatives."
Yingxin Gao,Engineering,2.0,3.8,12,"Yo f*ck this class. Literally go in, listen to her say ""sigma wah wah"" twenty times in a lecture,  then end up asking yourself, 'Da f*ck did I just learn?' TAs don't know the material; claim the class is messed up. Pass a prelim, do some projects, have your ears bleed two times a week, done. "
Oliver Gao,Civil Engineering,3.0,1.0,1,Really nice prof.
Peng Wu,Mathematics,2.6,3.2,5,"If there is definition for an average class, this class is it.  Everything is predictable; do the homework, go to lecture, put in some work for the class and you get an A.  He's not the most exciting professor however and will talk quietly while he basically reads the textbook to you.  But the class is not overly difficult."
Mingming WU,Engineering,2.8,3.2,5,"This class was okay, it gives you a sampling of knowledge you need for future classes. She didn't really help anyone understand anything, so thankfully the material is pretty easy. Projects/HW is usually easy but time consuming."
Tim Fahey,Science,3.6,2.3,40,"Professor Fahey is incredible and easily one of my favorite professors I've had at Cornell. He's super passionate, and his deep wealth of knowledge is clearly built from years of staying up-to-date with the literature, not to mention his own research. Definitely go to lecture, you won't get much from the slides alone. The lab portion was super fun."
Tim Hinkin,Hotel & Restaurant Management,5.0,1.0,1,Best professor ever!!!
Tim Sorg,History,5.0,2.3,4,Really great guy. Classes are always very interesting.
Tim Healey,Mathematics,4.7,2.9,24,"I really enjoyed taking differential geometry with Professor Healey. I He very much cares about his students a lot. His lectures were very clear and informative.His exams were fair and had the potential of being very challenging, the killer questions were the true/false where he would take off points if you marked the incorrect answer."
Tim Riley,Mathematics,4.3,3.1,5,Professor Riley is a gem. I took this class to explore proof based math and was enchanted by his enthusiasm and course. Lectures are engaging and rewarding. Homework can be challenging but also rewarding. The two TAs were great. Exams were challenging but the course was curved a bit. Perfect course for intro real analysis and fair rigor.
Tim Devoogd,Psychology,4.0,4.6,43,Professor Devoogd class is the reason why im pursuing neuroscience as a career. His class was really interesting to me and I genuinely learned alot. The content is heavy and you need to go to class to pass as it is mostly graded by weekly quizzes. However his teaching style was very clear and he tries his best to make the class engaging 
Tim Huffaker,Biology,3.5,3.9,36,"graded completely on discussion section participation and three 25 question MC canvas quizzes, super light work if you show up to lecture but easy to tank your grade with a few questions wrong. would recommend if you can stay organized and on top of the big lecture topics"
Emy Donald,History,4.0,2.0,1,"Great instructor, so understanding and sensitive to the student experience and stressors. Does not assign a crazy amount of work and wants students to do well. The assignment descriptions/criteria can be a bit unclear/confusing, but just ask any questions you have about it. Easy class, just do the work(mostly papers and readings for class)."
Donald Koch,Engineering,2.0,4.0,6,"Don Koch taught Heat and Mass Transfer Fall 09. He had good lecture notes that you can follow. He presented the material well and explained any confusion. However, the homework and prelims tend to be tedious and hard. However office hours were very useful."
Timothy Campbell,Languages,3.6,3.8,4,Great professor! I decided to take another class with him because I liked the first one so much; he really tries to engage students and create thought provoking discussions. Assigns quite a bit of reading but a very chill and caring professor overall.
Darlene Campbell,Biology,4.1,4.3,31,Dr. Campbell was a joy to be taught by and really cares for her students. I don't recommend taking this class as a freshman. Dr. Campbell is a really good professor and the TAs are very helpful!
Mark Campbell,Aerospace Eng.  Mechanics,5.0,3.5,2,The lectures are structured very well. Homeworks are crisp and clear. Support is provided at anytime. Professor is ready to help in academic matters outside of course as well.
Timothy Campbell,Writing,2.0,3.0,1,Interesting class Makes you buy two books which are a waste of our time Tough and unclear grader Cancelled 4 of our classes and had us attend a 2 hour make up class Gave us final essay prompt 9 days before due date (gave us the Tuesday of finals week (12/6) and due last day of finals (12/15). Very unfair thing to do as many of us had 3 or 4 finals
Cletus Daniel,History,4.2,4.0,20,"Simply put, Clete is the man. Dresses well, great facial hair, the first teacher I was inspired by at Cornell. He's an unbelievable speaker, and you'll be writing 4 pages of notes per class.  They call him D-minus Daniel, but it's an overstatement. Just do most of the reading and go to class. I got an A. Love this guy, really nice out of class too."
Susan Daniel,Engineering,2.9,3.5,13,Had her in undergrad. Horrible teaching methods. Cruel to students. Only cares about herself. Does have good knowledge of subject matter but should not be teaching.
Daniel Simon,Business,1.7,3.9,14,I really wish I hadn't taken his class.  He grades a full letter grade off from the other lecture of the same course and doesn't have as good of a grasp as most of his students.  Even winning the course competition (judged by actual consultants) does not positively affect how simon grades you will not get you an A.  Those that can't do teach?
Daniel Lichter,Sociology,3.4,2.5,4,Professor Lichter is a really nice guy and genuinely wants you to do well. The topics are pretty interesting. There is a lot of reading. Tests were multiple choice but the averages were pretty low (he curves). The class median ended up being a B. 
Daniel Schwarz,English,4.3,3.5,16,"Wonderful professor. He is kind & takes great care to create a community in the classroom- always inviting students to dinners & campus events/activities. Class might seem daunting at first, but if you try, show up, read, & most of all, care, you will gain a lot. Highly recommend making the most of your class with him. Plus, great sense of humor :)"
